compound,feat_1,feat_11,feat_24,feat_29,label,,,,,,,,,,label
Mn0.3Sc2.7O4,64.2,4.2,5.84,50,1.11,,343.7793407,1443.873231,0.044463737,,,,,0.003147723,1.05
Sc3O8,63,3,11.68,50,1.11,,118184.2351,354552.7052,0.000177689,,,,,0.003147723,1.16
Mn0.3Sc2.7O8,64.2,4.2,11.68,50,1.11,,118184.2351,496373.7873,0.000129338,,,,,0.003147723,1.23
Sc3O10,63,3,14.6,50,1.11,,2191287.876,6573863.627,9.58341E-06,,,,,0.003147723,1.28
Fe0.3Sc2.7O5,64.5,4.5,7.3,50,1.11,,1480.299928,6661.349674,0.009682722,,,,,0.003147723,0.76
Mn0.3Sc2.7O5,64.2,4.2,7.3,50,1.11,,1480.299928,6217.259696,0.010326093,,,,,0.003155124,0.87
Mn0.3Sc2.7O7,64.2,4.2,10.22,50,1.11,,27446.66648,115275.9992,0.000556924,,,,,0.003155124,1.18
Fe0.3Sc2.7O7,64.5,4.5,10.22,50,1.11,,27446.66648,123509.9992,0.000522225,,,,,0.003156149,0.75
Sc3O5,63,3,7.3,50,1.11,,1480.299928,4440.899783,0.014186314,,,,,0.003156149,1.11
Fe0.3Sc2.7O10,64.5,4.5,14.6,50,1.11,,2191287.876,9860795.44,6.54105E-06,,,,,0.003159551,0.97
Cr0.5W0.5O2,49,4,2.92,50,1.11,,18.54128746,74.16514984,0.660687669,,,,,0.003159551,0.94
Mn1.5Co1.5O5,78,18,7.3,50,1.11,,1480.299928,26645.3987,0.002927335,,,,,0.003159551,1.15
Co0.6Fe2.4O10,78.6,18.6,14.6,50,1.11,,2191287.876,40757954.49,1.92846E-06,,,,,0.003159551,1.29
Cr0.6Fe2.4O5,76.8,16.8,7.3,50,1.11,,1480.299928,24869.03878,0.003088177,,,,,0.003170896,0.68
Cr0.6Fe2.4O10,76.8,16.8,14.6,50,1.11,,2191287.876,36813636.31,2.08618E-06,,,,,0.003170896,1.16
Co0.6Fe2.4O8,78.6,18.6,11.68,50,1.11,,118184.2351,2198226.772,3.57561E-05,,,,,0.003170896,1.16
Co0.6Fe2.4O7,78.6,18.6,10.22,50,1.11,,27446.66648,510507.9966,0.000153964,,,,,0.003170896,0.7
Cr0.6Fe2.4O7,76.8,16.8,10.22,50,1.11,,27446.66648,461103.9969,0.000166557,,,,,0.003175032,0.97
Co1.5Mn1.5O7,78,18,10.22,50,1.11,,27446.66648,494039.9967,0.000157882,,,,,0.003175032,0.94
Co0.6Fe2.4O5,78.6,18.6,7.3,50,1.11,,1480.299928,27533.57865,0.002854696,,,,,0.003175032,1.15
Mn1.5Co1.5O10,78,18,14.6,50,1.11,,2191287.876,39443181.76,1.97753E-06,,,,,0.003175032,1.15
Mn1.5Co1.5O7,78,18,10.22,50,1.11,,27446.66648,494039.9967,0.000157882,,,,,0.003177534,0.74
Cr0.6Fe2.4O8,76.8,16.8,11.68,50,1.11,,118184.2351,1985495.149,3.86805E-05,,,,,0.003177534,1.06
Co1.5Mn1.5O10,78,18,14.6,50,1.11,,2191287.876,39443181.76,1.97753E-06,,,,,0.003177534,1.27
Mn1.5Co1.5O8,78,18,11.68,50,1.11,,118184.2351,2127316.231,3.66659E-05,,,,,0.003177534,1.16
Co1.5Mn1.5O8,78,18,11.68,50,1.11,,118184.2351,2127316.231,3.66659E-05,,,,,0.003185699,0.94
Co1.5Mn1.5O5,78,18,7.3,50,1.11,,1480.299928,26645.3987,0.002927335,,,,,0.003185699,1.15
Co0.2Ru0.8N,40.6,7,0.07,50,1.11,,1.072508181,7.507557269,5.407884155,,,,,0.003185699,1.29
Fe0.2W0.8O3,64.4,4.4,4.38,50,1.11,,79.83803341,351.287347,0.183325703,,,,,0.003185699,0.97
Mn0.2W0.8O3,64.2,4.2,4.38,50,1.11,,79.83803341,335.3197403,0.191459053,,,,,0.003193456,0.76
CdO3,48,10,4.38,50,1.11,,79.83803341,798.3803341,0.060121721,,,,,0.003193456,0.83
Mn0.5Sc0.5O3,23,3,4.38,50,1.11,,79.83803341,239.5141002,0.096027749,,,,,0.003193456,1.23
Mn0.5Sc0.5O2,23,3,2.92,50,1.11,,18.54128746,55.62386238,0.413491603,,,,,0.003193456,1.28
Fe0.2Rh0.8O3,41.2,7.6,4.38,50,1.11,,79.83803341,606.7690539,0.067900628,,,,,0.003196622,0.7
Cr0.2Zn0.8S2,28.8,8.8,4.14,50,1.11,,62.80282145,552.6648288,0.05211115,,,,,0.003196622,0.68
Cr0.2Zn0.8O4,28.8,8.8,5.84,50,1.11,,343.7793407,3025.258198,0.009519849,,,,,0.003196622,1.16
Cr0.2Zn0.8O7,28.8,8.8,10.22,50,1.11,,27446.66648,241530.6651,0.00011924,,,,,0.003196622,1.16
Cr0.2Zn0.8O8,28.8,8.8,11.68,50,1.11,,118184.2351,1040021.269,2.76917E-05,,,,,0.00319755,0.73
Cr0.2Zn0.8O9,28.8,8.8,13.14,50,1.11,,508896.5331,4478289.491,6.43103E-06,,,,,0.00319755,0.97
Cr0.2Zn0.8O10,28.8,8.8,14.6,50,1.11,,2191287.876,19283333.31,1.49352E-06,,,,,0.00319755,1.27
Cr0.2Zn0.8O6,28.8,8.8,8.76,50,1.11,,6374.111578,56092.18189,0.000513441,,,,,0.00319755,1.28
Cr0.2Zn0.8O5,28.8,8.8,7.3,50,1.11,,1480.299928,13026.63936,0.002210854,,,,,0.00319755,0.8
Ni0.5Nb0.5N,34.5,6,0.07,50,1.11,,1.072508181,6.435049088,5.361264464,,,,,0.00319755,0.94
Cr0.1Au0.9N,73.5,9.4,0.07,50,1.11,,1.072508181,10.0815769,7.290526145,,,,,0.00319755,1.15
Ni0.2Au0.8N,68.8,9.6,0.07,50,1.11,,1.072508181,10.29607854,6.682155709,,,,,0.00319755,1.24
Fe0.2Au0.8N,68.4,9.2,0.07,50,1.11,,1.072508181,9.867075268,6.932145357,,,,,0.003201466,0.7
Mn0.2Au0.8N,68.2,9,0.07,50,1.11,,1.072508181,9.652573631,7.065473169,,,,,0.003201466,0.68
Cr0.2Au0.8N,68,8.8,0.07,50,1.11,,1.072508181,9.438071995,7.204861336,,,,,0.003201466,1.16
Ni0.5Au0.5N,53.5,9,0.07,50,1.11,,1.072508181,9.652573631,5.542563263,,,,,0.003201466,1.25
Co0.5Au0.5N,53,8.5,0.07,50,1.11,,1.072508181,9.116319541,5.813749701,,,,,0.003212402,0.94
Cr0.5Au0.5N,51.5,7,0.07,50,1.11,,1.072508181,7.507557269,6.859754532,,,,,0.003212402,0.97
Co0.2Au0.8N,68.6,9.4,0.07,50,1.11,,1.072508181,10.0815769,6.804491069,,,,,0.003212402,1.15
Ni0.1Au0.9N,73.9,9.8,0.07,50,1.11,,1.072508181,10.51058018,7.03101054,,,,,0.003212402,1.4
Mn0.1Au0.9N,73.6,9.5,0.07,50,1.11,,1.072508181,10.18882772,7.223598436,,,,,0.003222883,0.68
Fe0.1Au0.9N,73.7,9.6,0.07,50,1.11,,1.072508181,10.29607854,7.158065055,,,,,0.003222883,0.7
Co0.1Au0.9N,73.8,9.7,0.07,50,1.11,,1.072508181,10.40332936,7.093882877,,,,,0.003222883,1.16
Fe0.5Mo0.5O2,34,5.5,2.92,50,1.11,,18.54128746,101.977081,0.333408249,,,,,0.003222883,1.23
Fe0.1Rh0.9O3,43.1,7.8,4.38,50,1.11,,79.83803341,622.7366606,0.069210635,,,,,0.003224742,0.84
Co0.2Rh0.8O4,41.4,7.8,5.84,50,1.11,,343.7793407,2681.478857,0.015439242,,,,,0.003224742,1.12
Co0.2Rh0.8O3,41.4,7.8,4.38,50,1.11,,79.83803341,622.7366606,0.06648075,,,,,0.003224742,1.16
Co0.1Rh0.9O3,43.2,7.9,4.38,50,1.11,,79.83803341,630.7204639,0.0684931,,,,,0.003224742,1.27
Co0.1Rh0.9O4,43.2,7.9,5.84,50,1.11,,343.7793407,2715.856791,0.015906582,,,,,0.003242586,0.68
Fe0.1Rh0.9O4,43.1,7.8,5.84,50,1.11,,343.7793407,2681.478857,0.01607322,,,,,0.003242586,0.7
Mn1.5Zn1.5O4,82.5,22.5,5.84,50,1.11,,343.7793407,7735.035165,0.010665756,,,,,0.003242586,0.85
Co0.5Ta0.5S2,50,5,4.14,50,1.11,,62.80282145,314.0141072,0.159228515,,,,,0.003242586,0.87
Fe0.5Ta0.5S2,49.5,4.5,4.14,50,1.11,,62.80282145,282.6126965,0.175151367,,,,,0.003242586,0.94
Mn0.5Zr0.5O,32.5,3.5,1.46,50,1.11,,4.305959528,15.07085835,2.156479694,,,,,0.003242586,0.94
Co0.1Ta0.9O4,68.4,3.4,5.84,50,1.11,,343.7793407,1168.849758,0.058519069,,,,,0.003242586,0.94
Co0.2Ta0.8O5,63.8,3.8,7.3,50,1.11,,1480.299928,5625.139725,0.01134194,,,,,0.003242586,1.01
Co0.2Ta0.8O10,63.8,3.8,14.6,50,1.11,,2191287.876,8326893.927,7.66192E-06,,,,,0.003242586,1.03
TaO4,73,3,5.84,50,1.11,,343.7793407,1031.338022,0.070781837,,,,,0.003242586,1.06
Co0.2Ta0.8O8,63.8,3.8,11.68,50,1.11,,118184.2351,449100.0933,0.000142062,,,,,0.003242586,1.12
Co0.1Ta0.9O6,68.4,3.4,8.76,50,1.11,,6374.111578,21671.97937,0.003156149,,,,,0.003242586,1.15
Co0.2Ta0.8O6,63.8,3.8,8.76,50,1.11,,6374.111578,24221.624,0.00263401,,,,,0.003242586,1.23
Co0.2Ta0.8O9,63.8,3.8,13.14,50,1.11,,508896.5331,1933806.826,3.29919E-05,,,,,0.003242586,1.24
Co0.2Ta0.8O7,63.8,3.8,10.22,50,1.11,,27446.66648,104297.3326,0.000611713,,,,,0.003242586,1.24
Co0.1Ta0.9O9,68.4,3.4,13.14,50,1.11,,508896.5331,1730248.213,3.95319E-05,,,,,0.003242586,1.3
Co0.1Ta0.9O7,68.4,3.4,10.22,50,1.11,,27446.66648,93318.66605,0.000732972,,,,,0.003247036,1.11
TaO10,73,3,14.6,50,1.11,,2191287.876,6573863.627,1.11046E-05,,,,,0.003247036,0.75
TaO9,73,3,13.14,50,1.11,,508896.5331,1526689.599,4.78159E-05,,,,,0.003249697,0.7
TaO5,73,3,7.3,50,1.11,,1480.299928,4440.899783,0.01643811,,,,,0.003249697,0.68
TaO6,73,3,8.76,50,1.11,,6374.111578,19122.33473,0.003817525,,,,,0.003249697,1.16
TaO7,73,3,10.22,50,1.11,,27446.66648,82339.99945,0.000886568,,,,,0.003249697,1.23
Co0.1Ta0.9O8,68.4,3.4,11.68,50,1.11,,118184.2351,401826.3992,0.000170223,,,,,0.003254869,0.97
Co0.1Ta0.9O10,68.4,3.4,14.6,50,1.11,,2191287.876,7450378.777,9.18074E-06,,,,,0.003254869,0.94
TaO8,73,3,11.68,50,1.11,,118184.2351,354552.7052,0.000205893,,,,,0.003254869,1.2
Fe0.2Ta0.8O4,63.6,3.6,5.84,50,1.11,,343.7793407,1237.605626,0.051389553,,,,,0.003254869,1.29
Co0.1Ta0.9O5,68.4,3.4,7.3,50,1.11,,1480.299928,5033.019754,0.013590251,,,,,0.003257598,0.7
Fe0.2Ta0.8O9,63.6,3.6,13.14,50,1.11,,508896.5331,1832027.519,3.47156E-05,,,,,0.003257598,0.68
Fe0.1Ta0.9O9,68.3,3.3,13.14,50,1.11,,508896.5331,1679358.559,4.06703E-05,,,,,0.003257598,1.16
Ni0.1Ta0.9O10,68.5,3.5,14.6,50,1.11,,2191287.876,7669507.565,8.93147E-06,,,,,0.003257598,1.25
Ni0.1Ta0.9O9,68.5,3.5,13.14,50,1.11,,508896.5331,1781137.866,3.84586E-05,,,,,0.003273765,0.81
Ni0.1Ta0.9O8,68.5,3.5,11.68,50,1.11,,118184.2351,413644.8227,0.000165601,,,,,0.003273765,0.84
Fe0.2Ta0.8O8,63.6,3.6,11.68,50,1.11,,118184.2351,425463.2462,0.000149484,,,,,0.003273765,1.06
Co0.2Ta0.8O4,63.8,3.8,5.84,50,1.11,,343.7793407,1306.361495,0.048837937,,,,,0.003273765,1.11
Ni0.1Ta0.9O7,68.5,3.5,10.22,50,1.11,,27446.66648,96063.33269,0.000713071,,,,,0.003273765,1.14
Fe0.1Ta0.9O8,68.3,3.3,11.68,50,1.11,,118184.2351,390007.9757,0.000175125,,,,,0.003273765,1.14
Fe0.2Ta0.8O7,63.6,3.6,10.22,50,1.11,,27446.66648,98807.99934,0.000643673,,,,,0.003273765,1.25
Ni0.1Ta0.9O6,68.5,3.5,8.76,50,1.11,,6374.111578,22309.39052,0.003070456,,,,,0.003273765,1.25
Ni0.1Ta0.9O5,68.5,3.5,7.3,50,1.11,,1480.299928,5181.049747,0.013221259,,,,,0.003277082,0.68
Ni0.1Ta0.9O4,68.5,3.5,5.84,50,1.11,,343.7793407,1203.227692,0.056930206,,,,,0.003277082,1.16
Fe0.1Ta0.9O7,68.3,3.3,10.22,50,1.11,,27446.66648,90573.9994,0.00075408,,,,,0.003277082,1.23
Fe0.1Ta0.9O4,68.3,3.3,5.84,50,1.11,,343.7793407,1134.471824,0.060204228,,,,,0.003277082,0.7
Fe0.2Ta0.8O6,63.6,3.6,8.76,50,1.11,,6374.111578,22946.80168,0.002771628,,,,,0.003287622,0.68
Fe0.1Ta0.9O6,68.3,3.3,8.76,50,1.11,,6374.111578,21034.56821,0.003247036,,,,,0.003287622,1.18
Fe0.2Ta0.8O5,63.6,3.6,7.3,50,1.11,,1480.299928,5329.079739,0.011934518,,,,,0.003287622,1.18
Fe0.1Ta0.9O5,68.3,3.3,7.3,50,1.11,,1480.299928,4884.989761,0.013981606,,,,,0.003287622,0.77
Fe0.1Ta0.9O10,68.3,3.3,14.6,50,1.11,,2191287.876,7231249.99,9.44512E-06,,,,,0.003294577,1.06
Fe0.2Ta0.8O10,63.6,3.6,14.6,50,1.11,,2191287.876,7888636.352,8.06223E-06,,,,,0.003294577,1.13
Co0.5Zr0.5O3,33.5,4.5,4.38,50,1.11,,79.83803341,359.2711503,0.093244336,,,,,0.003294577,0.7
Co0.5Zr0.5O2,33.5,4.5,2.92,50,1.11,,18.54128746,83.43579357,0.401506339,,,,,0.003294577,0.9
Mn0.5Re0.5O3,50,5,4.38,50,1.11,,79.83803341,399.190167,0.125253586,,,,,0.003316281,0.68
FeVN,49,9,0.07,50,1.11,,1.072508181,9.652573631,5.076366353,,,,,0.003316281,1.16
Y2N,78,2,0.07,50,1.11,,1.072508181,2.145016363,36.36335898,,,,,0.003316281,1.23
Ni0.1Mn0.9O3,25.3,5.3,4.38,50,1.11,,79.83803341,423.141577,0.059790863,,,,,0.003316281,0.7
Ni0.1Mn0.9O2,25.3,5.3,2.92,50,1.11,,18.54128746,98.26882354,0.257457036,,,,,0.00332471,1.16
Fe0.2W0.8O5,64.4,4.4,7.3,50,1.11,,1480.299928,6513.319681,0.009887431,,,,,0.00332471,0.83
Mn0.2W0.8O8,64.2,4.2,11.68,50,1.11,,118184.2351,496373.7873,0.000129338,,,,,0.00332471,1.13
Mn0.2W0.8O10,64.2,4.2,14.6,50,1.11,,2191287.876,9203409.078,6.97568E-06,,,,,0.00332471,1.25
Mn0.2W0.8O7,64.2,4.2,10.22,50,1.11,,27446.66648,115275.9992,0.000556924,,,,,0.003343603,0.75
Mn0.2W0.8O5,64.2,4.2,7.3,50,1.11,,1480.299928,6217.259696,0.010326093,,,,,0.003343603,1.16
Fe0.2W0.8O6,64.4,4.4,8.76,50,1.11,,6374.111578,28046.09094,0.00229622,,,,,0.003346872,0.96
Fe0.2W0.8O10,64.4,4.4,14.6,50,1.11,,2191287.876,9641666.653,6.67934E-06,,,,,0.003346872,1.07
Fe0.2W0.8O9,64.4,4.4,13.14,50,1.11,,508896.5331,2239144.746,2.8761E-05,,,,,0.003377694,1.15
Fe0.2W0.8O8,64.4,4.4,11.68,50,1.11,,118184.2351,520010.6343,0.000123844,,,,,0.003377694,1.15
Mn0.2W0.8O9,64.2,4.2,13.14,50,1.11,,508896.5331,2137365.439,3.0037E-05,,,,,0.003377694,1.16
Mn0.2W0.8O6,64.2,4.2,8.76,50,1.11,,6374.111578,26771.26863,0.002398093,,,,,0.003377694,1.17
Fe0.2W0.8O7,64.4,4.4,10.22,50,1.11,,27446.66648,120765.3325,0.000533266,,,,,0.003377694,1.17
Cr0.6Mn2.4N2,74.4,14.4,0.14,50,1.11,,1.150273799,16.5639427,4.491684216,,,,,0.003377694,0.81
Mn1.5Sc1.5N2,69,9,0.14,50,1.11,,1.150273799,10.35246419,6.665079805,,,,,0.003377694,0.81
Cr0.6Ti2.4O5,67.2,7.2,7.3,50,1.11,,1480.299928,10658.15948,0.006305029,,,,,0.003377694,0.82
Fe0.6Ti2.4O8,68.4,8.4,11.68,50,1.11,,118184.2351,992747.5746,6.88997E-05,,,,,0.003377694,0.83
Cr0.6Ti2.4O10,67.2,7.2,14.6,50,1.11,,2191287.876,15777272.7,4.25929E-06,,,,,0.003377694,0.89
Fe0.6Ti2.4O4,68.4,8.4,5.84,50,1.11,,343.7793407,2887.746462,0.02368629,,,,,0.003377694,0.94
Cr0.6Ti2.4O4,67.2,7.2,5.84,50,1.11,,343.7793407,2475.211253,0.027149198,,,,,0.003377694,0.97
Fe0.6Ti2.4O7,68.4,8.4,10.22,50,1.11,,27446.66648,230551.9985,0.000296679,,,,,0.003377694,1
Fe0.6Ti2.4O10,68.4,8.4,14.6,50,1.11,,2191287.876,18406818.16,3.71601E-06,,,,,0.003377694,1.14
Fe0.6Ti2.4O5,68.4,8.4,7.3,50,1.11,,1480.299928,12434.51939,0.005500816,,,,,0.003377694,1.14
Cr0.6Ti2.4O8,67.2,7.2,11.68,50,1.11,,118184.2351,850926.4925,7.89727E-05,,,,,0.003377694,1.14
Cr0.6Ti2.4O7,67.2,7.2,10.22,50,1.11,,27446.66648,197615.9987,0.000340053,,,,,0.003377694,1.18
Mn0.5Mo0.5O9,33.5,5,13.14,50,1.11,,508896.5331,2544482.665,1.31657E-05,,,,,0.003377694,1.21
Mn0.5Mo0.5O4,33.5,5,5.84,50,1.11,,343.7793407,1718.896703,0.019489246,,,,,0.003377694,1.23
Mn0.5Mo0.5O5,33.5,5,7.3,50,1.11,,1480.299928,7401.499638,0.00452611,,,,,0.003377694,1.23
Mn0.5Mo0.5O6,33.5,5,8.76,50,1.11,,6374.111578,31870.55789,0.001051127,,,,,0.003377694,1.23
Mn0.5Mo0.5O7,33.5,5,10.22,50,1.11,,27446.66648,137233.3324,0.00024411,,,,,0.003377694,1.24
Mn0.5Mo0.5O8,33.5,5,11.68,50,1.11,,118184.2351,590921.1753,5.66911E-05,,,,,0.003377694,1.24
Mn0.5Mo0.5S2,33.5,5,4.14,50,1.11,,62.80282145,314.0141072,0.106683105,,,,,0.003377694,1.25
Mn0.5Mo0.5O10,33.5,5,14.6,50,1.11,,2191287.876,10956439.38,3.05756E-06,,,,,0.003399167,0.96
Ni0.1Rh0.9O4,43.3,8,5.84,50,1.11,,343.7793407,2750.234725,0.015744111,,,,,0.003399167,1.07
Ni0.1Rh0.9O3,43.3,8,4.38,50,1.11,,79.83803341,638.7042672,0.067793504,,,,,0.003425947,0.94
Fe0.1Co0.9O3,26.9,6.9,4.38,50,1.11,,79.83803341,550.8824305,0.048830746,,,,,0.003425947,0.94
Cr0.5Zn0.5N,27,7,0.07,50,1.11,,1.072508181,7.507557269,3.596376162,,,,,0.003425947,0.94
Co0.1Mn0.9O5,25.2,5.2,7.3,50,1.11,,1480.299928,7697.559623,0.003273765,,,,,0.003425947,0.98
Co0.1Mn0.9S2,25.2,5.2,4.14,50,1.11,,62.80282145,326.5746715,0.077164588,,,,,0.003425947,1.09
Co0.1Mn0.9O4,25.2,5.2,5.84,50,1.11,,343.7793407,1787.652571,0.014096699,,,,,0.003425947,1.19
Co0.1Mn0.9O9,25.2,5.2,13.14,50,1.11,,508896.5331,2646261.972,9.52287E-06,,,,,0.003425947,1.23
Co0.1Mn0.9O10,25.2,5.2,14.6,50,1.11,,2191287.876,11394696.95,2.21156E-06,,,,,0.003425947,1.24
Co0.1Mn0.9O8,25.2,5.2,11.68,50,1.11,,118184.2351,614558.0224,4.10051E-05,,,,,0.003425947,1.24
Co0.1Mn0.9O6,25.2,5.2,8.76,50,1.11,,6374.111578,33145.38021,0.000760287,,,,,0.003425947,0.82
Co0.1Mn0.9O7,25.2,5.2,10.22,50,1.11,,27446.66648,142722.6657,0.000176566,,,,,0.003425947,1.01
Fe0.5Zn0.5O3,28,8,4.38,50,1.12,,79.83803341,638.7042672,0.043838755,,,,,0.003425947,1.03
Mn0.5Cd0.5N,36.5,7.5,0.07,50,1.12,,1.072508181,8.043811359,4.537649924,,,,,0.00343284,0.84
Co0.6Fe2.4O4,78.6,18.6,5.84,50,1.12,,343.7793407,6394.295736,0.012292206,,,,,0.00343284,1.09
Cr0.6Fe2.4O4,76.8,16.8,5.84,50,1.12,,343.7793407,5775.492923,0.013297566,,,,,0.00343284,1.25
Mn1.5Co1.5O4,78,18,5.84,50,1.12,,343.7793407,6188.028132,0.012604985,,,,,0.00343284,1.16
Co1.5Mn1.5O4,78,18,5.84,50,1.12,,343.7793407,6188.028132,0.012604985,,,,,0.003446401,1.16
Cr0.5Zn0.5O3,27,7,4.38,50,1.12,,79.83803341,558.8662338,0.048312098,,,,,0.003446401,0.75
IrO9,77,7,13.14,50,1.12,,508896.5331,3562275.732,2.16154E-05,,,,,0.003474199,0.73
IrO8,77,7,11.68,50,1.12,,118184.2351,827289.6455,9.3075E-05,,,,,0.003474199,0.83
IrO7,77,7,10.22,50,1.12,,27446.66648,192126.6654,0.000400777,,,,,0.003474199,1.18
IrO6,77,7,8.76,50,1.12,,6374.111578,44618.78105,0.001725731,,,,,0.003474199,1.18
IrO5,77,7,7.3,50,1.12,,1480.299928,10362.09949,0.007430927,,,,,0.003490284,0.77
Co0.1Ir0.9O10,72,7,14.6,50,1.12,,2191287.876,15339015.13,4.69391E-06,,,,,0.003490284,1
Co0.1Ir0.9O5,72,7,7.3,50,1.12,,1480.299928,10362.09949,0.006948399,,,,,0.003490284,1.01
Co0.1Ir0.9O6,72,7,8.76,50,1.12,,6374.111578,44618.78105,0.00161367,,,,,0.003490284,1.1
Co0.1Ir0.9O7,72,7,10.22,50,1.12,,27446.66648,192126.6654,0.000374753,,,,,0.003490284,1.18
Co0.1Ir0.9O8,72,7,11.68,50,1.12,,118184.2351,827289.6455,8.70312E-05,,,,,0.003490284,1.24
Co0.1Ir0.9O9,72,7,13.14,50,1.12,,508896.5331,3562275.732,2.02118E-05,,,,,0.003490284,1.27
IrO10,77,7,14.6,50,1.12,,2191287.876,15339015.13,5.01988E-06,,,,,0.003490284,1.21
Ni0.2Ir0.8O5,67.2,7.2,7.3,50,1.12,,1480.299928,10658.15948,0.006305029,,,,,0.003497604,0.79
Ni0.1Ir0.9O5,72.1,7.1,7.3,50,1.12,,1480.299928,10510.12949,0.006860049,,,,,0.003497604,1.18
Ni0.1Ir0.9O6,72.1,7.1,8.76,50,1.12,,6374.111578,45256.1922,0.001593152,,,,,0.003512802,0.94
Ni0.2Ir0.8O10,67.2,7.2,14.6,50,1.12,,2191287.876,15777272.7,4.25929E-06,,,,,0.003512802,0.97
Ni0.1Ir0.9O10,72.1,7.1,14.6,50,1.12,,2191287.876,15558143.92,4.63423E-06,,,,,0.003512802,1.1
Ni0.1Ir0.9O9,72.1,7.1,13.14,50,1.12,,508896.5331,3613165.385,1.99548E-05,,,,,0.003512802,1.29
Ni0.2Ir0.8O8,67.2,7.2,11.68,50,1.12,,118184.2351,850926.4925,7.89727E-05,,,,,0.003518698,0.7
Ni0.2Ir0.8O9,67.2,7.2,13.14,50,1.12,,508896.5331,3664055.038,1.83403E-05,,,,,0.003518698,1.06
Ni0.2Ir0.8O7,67.2,7.2,10.22,50,1.12,,27446.66648,197615.9987,0.000340053,,,,,0.003529904,0.79
Ni0.1Ir0.9O7,72.1,7.1,10.22,50,1.12,,27446.66648,194871.332,0.000369988,,,,,0.003529904,1.18
Ni0.2Ir0.8O6,67.2,7.2,8.76,50,1.12,,6374.111578,45893.60336,0.001464256,,,,,0.003585552,0.94
Ni0.1Ir0.9O8,72.1,7.1,11.68,50,1.12,,118184.2351,839108.069,8.59246E-05,,,,,0.003585552,1.12
Co0.1Rh0.9O10,43.2,7.9,14.6,50,1.12,,2191287.876,17311174.22,2.4955E-06,,,,,0.003585552,1.24
Co0.2Rh0.8O9,41.4,7.8,13.14,50,1.12,,508896.5331,3969392.958,1.04298E-05,,,,,0.003585552,0.94
Co0.1Rh0.9O9,43.2,7.9,13.14,50,1.12,,508896.5331,4020282.611,1.07455E-05,,,,,0.003612664,1.17
Co0.1Rh0.9O5,43.2,7.9,7.3,50,1.12,,1480.299928,11694.36943,0.003694085,,,,,0.003612664,0.95
Co0.2Rh0.8O8,41.4,7.8,11.68,50,1.12,,118184.2351,921837.0335,4.49103E-05,,,,,0.003612664,1
Co0.1Rh0.9O8,43.2,7.9,11.68,50,1.12,,118184.2351,933655.457,4.62697E-05,,,,,0.003612664,1.23
Co0.2Rh0.8O7,41.4,7.8,10.22,50,1.12,,27446.66648,214083.9986,0.000193382,,,,,0.00363687,1.07
Co0.1Rh0.9O7,43.2,7.9,10.22,50,1.12,,27446.66648,216828.6652,0.000199236,,,,,0.00363687,0.96
Co0.2Rh0.8O6,41.4,7.8,8.76,50,1.12,,6374.111578,49718.07031,0.000832695,,,,,0.003637516,0.82
Co0.1Rh0.9O6,43.2,7.9,8.76,50,1.12,,6374.111578,50355.48147,0.000857901,,,,,0.003637516,0.82
Co0.2Rh0.8O5,41.4,7.8,7.3,50,1.12,,1480.299928,11546.33944,0.003585552,,,,,0.003637516,1.03
Fe0.1Rh0.9O10,43.1,7.8,14.6,50,1.12,,2191287.876,17092045.43,2.52164E-06,,,,,0.003637516,0.78
Fe0.1Rh0.9O9,43.1,7.8,13.14,50,1.12,,508896.5331,3969392.958,1.08581E-05,,,,,0.003637516,0.94
Fe0.1Rh0.9O8,43.1,7.8,11.68,50,1.12,,118184.2351,921837.0335,4.67545E-05,,,,,0.003637516,0.94
Fe0.1Rh0.9O5,43.1,7.8,7.3,50,1.12,,1480.299928,11546.33944,0.003732785,,,,,0.003637516,1.13
Fe0.1Rh0.9O7,43.1,7.8,10.22,50,1.12,,27446.66648,214083.9986,0.000201323,,,,,0.003637516,1.23
Co0.2Rh0.8O10,41.4,7.8,14.6,50,1.12,,2191287.876,17092045.43,2.42218E-06,,,,,0.003637516,1.23
Fe0.1Rh0.9O6,43.1,7.8,8.76,50,1.12,,6374.111578,49718.07031,0.000866888,,,,,0.003637516,1.24
Fe0.3Ti2.7N2,67.2,7.2,0.14,50,1.12,,1.150273799,8.281971352,8.114010197,,,,,0.003637516,1.25
Ti3N2,66,6,0.14,50,1.12,,1.150273799,6.901642793,9.562940589,,,,,0.003637516,1.28
Fe0.1Ir0.9S2,71.9,6.9,4.14,50,1.12,,62.80282145,433.339468,0.165920728,,,,,0.003656354,0.94
Cr0.1Ir0.9S2,71.7,6.7,4.14,50,1.12,,62.80282145,420.7789037,0.170398277,,,,,0.003656354,1.12
Fe0.5Mo0.5O4,34,5.5,5.84,50,1.12,,343.7793407,1890.786374,0.017981936,,,,,0.003656354,1.29
Fe0.5Mo0.5O5,34,5.5,7.3,50,1.12,,1480.299928,8141.649602,0.004176058,,,,,0.003656354,0.97
Fe0.5Mo0.5O6,34,5.5,8.76,50,1.12,,6374.111578,35057.61368,0.000969832,,,,,0.003662131,0.94
Fe0.5Mo0.5O8,34,5.5,11.68,50,1.12,,118184.2351,650013.2929,5.23066E-05,,,,,0.003662131,1.12
Fe0.5Mo0.5S2,34,5.5,4.14,50,1.12,,62.80282145,345.415518,0.098432173,,,,,0.003662131,1.24
