compound,feat_1,feat_11,feat_24,feat_29,label,,,,,,,,,,label
Mn0.5Pd0.5O5,35.5,7.5,7.3,50,1.28,,1480.299928,11102.24946,0.00319755,,,,,4.058655451,1.01
Co0.5Pd0.5O6,36.5,8.5,8.76,50,1.28,,6374.111578,54179.94841,0.000673681,,,,,4.058655451,1.04
Mn0.5Pd0.5O8,35.5,7.5,11.68,50,1.28,,118184.2351,886381.763,4.00505E-05,,,,,4.066060913,0.74
Mn0.5Pd0.5O4,35.5,7.5,5.84,50,1.28,,343.7793407,2578.345055,0.013768522,,,,,4.080661105,0.47
Mn0.5Pd0.5O9,35.5,7.5,13.14,50,1.28,,508896.5331,3816723.998,9.30117E-06,,,,,4.085983706,0.74
Fe0.5Pd0.5O9,36,8,13.14,50,1.28,,508896.5331,4071172.265,8.84266E-06,,,,,4.089203552,0.98
Fe0.5Pd0.5O7,36,8,10.22,50,1.28,,27446.66648,219573.3319,0.000163954,,,,,4.093050837,1.06
Mn0.5Pd0.5O10,35.5,7.5,14.6,50,1.28,,2191287.876,16434659.07,2.16007E-06,,,,,4.093050837,1.28
Co0.5Pd0.5O5,36.5,8.5,7.3,50,1.28,,1480.299928,12582.54938,0.002900843,,,,,4.099710415,0.74
Co0.5Pd0.5O10,36.5,8.5,14.6,50,1.28,,2191287.876,18625946.94,1.95963E-06,,,,,4.102840854,1.16
Fe0.5Pd0.5S2,36,8,4.14,50,1.28,,62.80282145,502.4225716,0.071652832,,,,,4.109693476,0.48
Fe0.5Pd0.5O4,36,8,5.84,50,1.28,,343.7793407,2750.234725,0.013089792,,,,,4.113502147,0.98
Co0.5Pd0.5S2,36.5,8.5,4.14,50,1.28,,62.80282145,533.8239823,0.068374598,,,,,4.113502147,1.01
Fe0.5Pd0.5O10,36,8,14.6,50,1.28,,2191287.876,17530303,2.05359E-06,,,,,4.11376732,0.47
Co0.5Pd0.5O7,36.5,8.5,10.22,50,1.28,,27446.66648,233296.6651,0.000156453,,,,,4.114962314,0.52
Fe0.5Pd0.5O6,36,8,8.76,50,1.28,,6374.111578,50992.89262,0.000705981,,,,,4.114962314,0.74
Co0.5Pd0.5O4,36.5,8.5,5.84,50,1.28,,343.7793407,2922.124396,0.012490912,,,,,4.118072705,1.02
Mn0.5Pd0.5S2,35.5,7.5,4.14,50,1.28,,62.80282145,471.0211609,0.075368164,,,,,4.118072705,1.29
Mn0.5Pd0.5O6,35.5,7.5,8.76,50,1.28,,6374.111578,47805.83683,0.000742587,,,,,4.120002072,0.47
Fe0.5Pd0.5O5,36,8,7.3,50,1.28,,1480.299928,11842.39942,0.003039924,,,,,4.134075864,0.74
Co0.5Pd0.5O8,36.5,8.5,11.68,50,1.28,,118184.2351,1004565.998,3.63341E-05,,,,,4.147544923,1.06
Fe0.5Pd0.5O8,36,8,11.68,50,1.28,,118184.2351,945473.8805,3.80761E-05,,,,,4.147544923,1.06
Co0.5Pd0.5O9,36.5,8.5,13.14,50,1.28,,508896.5331,4325620.531,8.4381E-06,,,,,4.147544923,1.29
Co0.2Fe0.8O2,26.2,6.2,2.92,50,1.28,,18.54128746,114.9559823,0.227913324,,,,,4.147544923,1.3
Ni0.2Mn0.8N,25.6,5.6,0.07,50,1.28,,1.072508181,6.006045815,4.262371748,,,,,4.147563248,0.47
Ni0.5Fe0.5O2,27,7,2.92,50,1.28,,18.54128746,129.7890122,0.208029937,,,,,4.14995535,0.98
Fe0.5Ni0.5O2,27,7,2.92,50,1.28,,18.54128746,129.7890122,0.208029937,,,,,4.17291953,0.47
Co0.5Os0.5O,51.5,6.5,1.46,50,1.28,,4.305959528,27.98873693,1.840025869,,,,,4.17291953,0.61
Fe0.2Os0.8O,66,6,1.46,50,1.28,,4.305959528,25.83575717,2.554599022,,,,,4.17291953,0.74
Mn0.4Ti1.6O7,45.2,5.2,10.22,50,1.28,,27446.66648,142722.6657,0.000316698,,,,,4.17291953,0.8
Mn0.4Ti1.6O9,45.2,5.2,13.14,50,1.28,,508896.5331,2646261.972,1.70807E-05,,,,,4.182070669,0.47
Mn0.4Ti1.6O5,45.2,5.2,7.3,50,1.28,,1480.299928,7697.559623,0.005871991,,,,,4.185853106,1.02
Ni0.5Cd0.5O4,38,9,5.84,50,1.28,,343.7793407,3094.014066,0.01228178,,,,,4.185853106,1.23
Ni0.5Cd0.5O5,38,9,7.3,50,1.28,,1480.299928,13322.69935,0.002852275,,,,,4.188726043,0.74
Ni0.5Cd0.5O6,38,9,8.76,50,1.28,,6374.111578,57367.0042,0.000662402,,,,,4.192238602,0.47
Ni0.5Cd0.5O10,38,9,14.6,50,1.28,,2191287.876,19721590.88,1.92682E-06,,,,,4.19577219,0.98
Ni0.5Cd0.5O8,38,9,11.68,50,1.28,,118184.2351,1063658.116,3.57258E-05,,,,,4.19577219,1.2
Ni0.5Cd0.5O7,38,9,10.22,50,1.28,,27446.66648,247019.9984,0.000153834,,,,,4.19577219,1
Ni0.5Cd0.5O9,38,9,13.14,50,1.28,,508896.5331,4580068.798,8.29682E-06,,,,,4.19577219,1.2
Ni0.5Cd0.5S2,38,9,4.14,50,1.28,,62.80282145,565.225393,0.067229817,,,,,4.205286412,1.24
Cr0.2Pd0.8O4,41.6,8.8,5.84,50,1.28,,343.7793407,3025.258198,0.013750892,,,,,4.205286412,1.02
Cr0.1Pd0.9O5,43.8,9.4,7.3,50,1.28,,1480.299928,13914.81932,0.003147723,,,,,4.213043756,0.96
PdO7,46,10,10.22,50,1.28,,27446.66648,274466.6648,0.000167598,,,,,4.213043756,0.96
PdO5,46,10,7.3,50,1.28,,1480.299928,14802.99928,0.003107478,,,,,4.217312291,0.47
PdO6,46,10,8.76,50,1.28,,6374.111578,63741.11578,0.000721669,,,,,4.2267002,1.09
PdO8,46,10,11.68,50,1.28,,118184.2351,1181842.351,3.89223E-05,,,,,4.230876746,0.53
PdO9,46,10,13.14,50,1.28,,508896.5331,5088965.331,9.03917E-06,,,,,4.239027573,1.02
PdO10,46,10,14.6,50,1.28,,2191287.876,21912878.76,2.09922E-06,,,,,4.239027573,1.23
Cr0.2Pd0.8O5,41.6,8.8,7.3,50,1.28,,1480.299928,13026.63936,0.003193456,,,,,4.254046803,0.96
PdO4,46,10,5.84,50,1.28,,343.7793407,3437.793407,0.013380676,,,,,4.254046803,0.98
Cr0.1Pd0.9O6,43.8,9.4,8.76,50,1.28,,6374.111578,59916.64883,0.000731016,,,,,4.254046803,1.04
Cr0.1Pd0.9O4,43.8,9.4,5.84,50,1.28,,343.7793407,3231.525802,0.013553969,,,,,4.254046803,1.1
Cr0.1Pd0.9O7,43.8,9.4,10.22,50,1.28,,27446.66648,257998.6649,0.000169768,,,,,4.256580482,0.98
Mn0.1Pd0.9O9,43.9,9.5,13.14,50,1.28,,508896.5331,4834517.064,9.08053E-06,,,,,4.256580482,1.23
Co0.1Pd0.9O8,44.1,9.7,11.68,50,1.28,,118184.2351,1146387.08,3.84687E-05,,,,,4.262371748,1.06
Mn0.2Pd0.8O9,41.8,9,13.14,50,1.28,,508896.5331,4580068.798,9.1265E-06,,,,,4.262371748,1.21
Mn0.1Pd0.9O10,43.9,9.5,14.6,50,1.28,,2191287.876,20817234.82,2.10883E-06,,,,,4.262371748,1.28
Mn0.2Pd0.8O10,41.8,9,14.6,50,1.28,,2191287.876,19721590.88,2.1195E-06,,,,,4.262371748,1.32
Co0.2Pd0.8O7,42.2,9.4,10.22,50,1.28,,27446.66648,257998.6649,0.000163567,,,,,4.265205772,1
Co0.1Pd0.9O7,44.1,9.7,10.22,50,1.28,,27446.66648,266232.6649,0.000165645,,,,,4.265205772,1.1
Co0.2Pd0.8O6,42.2,9.4,8.76,50,1.28,,6374.111578,59916.64883,0.000704312,,,,,4.26775861,0.47
Fe0.1Pd0.9O4,44,9.6,5.84,50,1.28,,343.7793407,3300.28167,0.013332195,,,,,4.273471675,0.95
Fe0.2Pd0.8O4,42,9.2,5.84,50,1.28,,343.7793407,3162.769934,0.013279499,,,,,4.273471675,1.02
Fe0.1Pd0.9O5,44,9.6,7.3,50,1.28,,1480.299928,14210.8793,0.003096219,,,,,4.273471675,1.23
Fe0.2Pd0.8O5,42,9.2,7.3,50,1.28,,1480.299928,13618.75933,0.003083981,,,,,4.273471675,1.23
Co0.2Pd0.8O8,42.2,9.4,11.68,50,1.28,,118184.2351,1110931.81,3.79861E-05,,,,,4.278606217,1.1
Co0.1Pd0.9O6,44.1,9.7,8.76,50,1.28,,6374.111578,61828.88231,0.000713259,,,,,4.289011572,1.02
Fe0.1Pd0.9O6,44,9.6,8.76,50,1.28,,6374.111578,61191.47115,0.000719054,,,,,4.289011572,1.23
Fe0.2Pd0.8O6,42,9.2,8.76,50,1.28,,6374.111578,58641.82652,0.000716212,,,,,4.290914416,1
Co0.1Pd0.9O5,44.1,9.7,7.3,50,1.28,,1480.299928,14358.9093,0.003071264,,,,,4.290914416,1.2
Co0.2Pd0.8O4,42.2,9.4,5.84,50,1.28,,343.7793407,3231.525802,0.013058847,,,,,4.296371083,1.23
Co0.1Pd0.9O4,44.1,9.7,5.84,50,1.28,,343.7793407,3334.659604,0.013224738,,,,,4.308640915,1.02
Fe0.1Pd0.9O7,44,9.6,10.22,50,1.28,,27446.66648,263487.9982,0.000166991,,,,,4.308640915,1.23
Fe0.2Pd0.8O10,42,9.2,14.6,50,1.28,,2191287.876,20159848.46,2.08335E-06,,,,,4.312321417,0.95
Fe0.1Pd0.9O10,44,9.6,14.6,50,1.28,,2191287.876,21036363.61,2.09162E-06,,,,,4.312321417,1.19
Fe0.2Pd0.8O7,42,9.2,10.22,50,1.28,,27446.66648,252509.3317,0.00016633,,,,,4.322916801,0.99
Cr0.2Pd0.8O6,41.6,8.8,8.76,50,1.28,,6374.111578,56092.18189,0.000741636,,,,,4.322916801,1.13
Fe0.1Pd0.9O8,44,9.6,11.68,50,1.28,,118184.2351,1134568.657,3.87813E-05,,,,,4.322916801,1.13
Fe0.2Pd0.8O8,42,9.2,11.68,50,1.28,,118184.2351,1087294.963,3.8628E-05,,,,,4.322916801,1.15
Co0.2Pd0.8O5,42.2,9.4,7.3,50,1.28,,1480.299928,13914.81932,0.003032738,,,,,4.322916801,1.19
Fe0.2Pd0.8O9,42,9.2,13.14,50,1.28,,508896.5331,4681848.104,8.97082E-06,,,,,4.322916801,1.19
Mn0.2Pd0.8O8,41.8,9,11.68,50,1.28,,118184.2351,1063658.116,3.92983E-05,,,,,4.322916801,1.21
Mn0.1Pd0.9O8,43.9,9.5,11.68,50,1.28,,118184.2351,1122750.233,3.91004E-05,,,,,4.322916801,1.21
Cr0.2Pd0.8O7,41.6,8.8,10.22,50,1.28,,27446.66648,241530.6651,0.000172235,,,,,4.322916801,1.25
Cr0.1Pd0.9O8,43.8,9.4,11.68,50,1.28,,118184.2351,1110931.81,3.94264E-05,,,,,4.322916801,1.25
Cr0.2Pd0.8O8,41.6,8.8,11.68,50,1.28,,118184.2351,1040021.269,3.99992E-05,,,,,4.32553834,1
Ni0.1Pd0.9O10,44.2,9.8,14.6,50,1.28,,2191287.876,21474621.18,2.05824E-06,,,,,4.32553834,1.2
Cr0.1Pd0.9O9,43.8,9.4,13.14,50,1.28,,508896.5331,4783627.411,9.15623E-06,,,,,4.330451297,0.98
Cr0.2Pd0.8O9,41.6,8.8,13.14,50,1.28,,508896.5331,4478289.491,9.28926E-06,,,,,4.330451297,1.23
Ni0.1Pd0.9O9,44.2,9.8,13.14,50,1.28,,508896.5331,4987186.024,8.86271E-06,,,,,4.330523476,1.17
Cr0.1Pd0.9O10,43.8,9.4,14.6,50,1.28,,2191287.876,20598106.03,2.12641E-06,,,,,4.337658206,1
Cr0.2Pd0.8O10,41.6,8.8,14.6,50,1.28,,2191287.876,19283333.31,2.1573E-06,,,,,4.337658206,1.04
Mn0.1Pd0.9O4,43.9,9.5,5.84,50,1.28,,343.7793407,3265.903736,0.013441915,,,,,4.344558437,0.95
Mn0.2Pd0.8O4,41.8,9,5.84,50,1.28,,343.7793407,3094.014066,0.013509958,,,,,4.344558437,1.02
Ni0.1Pd0.9O8,44.2,9.8,11.68,50,1.28,,118184.2351,1158205.504,3.81625E-05,,,,,4.344558437,1.02
Co0.1Pd0.9O9,44.1,9.7,13.14,50,1.28,,508896.5331,4936296.371,8.93382E-06,,,,,4.344558437,1.23
Ni0.1Pd0.9O7,44.2,9.8,10.22,50,1.28,,27446.66648,268977.3315,0.000164326,,,,,4.346791177,0.54
Ni0.1Pd0.9O5,44.2,9.8,7.3,50,1.28,,1480.299928,14506.93929,0.003046818,,,,,4.346791177,1.03
Ni0.1Pd0.9O4,44.2,9.8,5.84,50,1.28,,343.7793407,3369.037539,0.013119474,,,,,4.346791177,1.03
Co0.2Pd0.8O10,42.2,9.4,14.6,50,1.28,,2191287.876,20598106.03,2.04873E-06,,,,,4.346791177,1.04
Co0.1Pd0.9O10,44.1,9.7,14.6,50,1.28,,2191287.876,21255492.39,2.07476E-06,,,,,4.346791177,1.04
Co0.2Pd0.8O9,42.2,9.4,13.14,50,1.28,,508896.5331,4783627.411,8.82176E-06,,,,,4.346791177,1.1
Mn0.1Pd0.9O5,43.9,9.5,7.3,50,1.28,,1480.299928,14062.84931,0.0031217,,,,,4.360883595,1
Mn0.2Pd0.8O5,41.8,9,7.3,50,1.28,,1480.299928,13322.69935,0.003137502,,,,,4.360883595,1.1
Mn0.1Pd0.9O6,43.9,9.5,8.76,50,1.28,,6374.111578,60554.05999,0.000724972,,,,,4.37654242,0.95
Mn0.2Pd0.8O6,41.8,9,8.76,50,1.28,,6374.111578,57367.0042,0.000728642,,,,,4.37654242,1.12
Mn0.1Pd0.9O7,43.9,9.5,10.22,50,1.28,,27446.66648,260743.3316,0.000168365,,,,,4.382250954,0.95
Mn0.2Pd0.8O7,41.8,9,10.22,50,1.28,,27446.66648,247019.9984,0.000169217,,,,,4.382250954,1
Ni0.1Pd0.9O6,44.2,9.8,8.76,50,1.28,,6374.111578,62466.29346,0.000707582,,,,,4.385704264,1.09
Fe0.1Pd0.9O9,44,9.6,13.14,50,1.28,,508896.5331,4885406.718,9.00641E-06,,,,,4.385704264,1.21
Mn0.6V2.4N2,70.2,10.2,0.14,50,1.28,,1.150273799,11.73279275,5.983230208,,,,,4.396972961,1
Mn0.3V2.7N2,69.6,9.6,0.14,50,1.28,,1.150273799,11.04262847,6.302847207,,,,,4.396972961,1.1
Ni0.2Cd0.8O2,44,9.6,2.92,50,1.28,,18.54128746,177.9963596,0.247196067,,,,,4.407679876,1.02
Ni0.5Ta0.5O2,50.5,5.5,2.92,50,1.28,,18.54128746,101.977081,0.495209311,,,,,4.407679876,1.23
Co0.1Fe0.9N,26.1,6.1,0.07,50,1.28,,1.072508181,6.542299906,3.989422738,,,,,4.408888194,0.54
FeN,26,6,0.07,50,1.28,,1.072508181,6.435049088,4.04037322,,,,,4.408888194,0.74
Mn0.1Fe0.9N,25.9,5.9,0.07,50,1.28,,1.072508181,6.327798269,4.093050837,,,,,4.408888194,0.8
Co0.4Y1.6O5,73.2,4.4,7.3,50,1.28,,1480.299928,6513.319681,0.011238509,,,,,4.412049107,0.95
Cr0.4Y1.6O7,72,3.2,10.22,50,1.28,,27446.66648,87829.33275,0.000819772,,,,,4.412049107,1.12
Ni0.2Y1.8O9,75.8,3.4,13.14,50,1.28,,508896.5331,1730248.213,4.38087E-05,,,,,4.413330748,1
Zr2O9,80,4,13.14,50,1.28,,508896.5331,2035586.132,3.93007E-05,,,,,4.413330748,1.04
Co0.2Zr1.8O9,77.4,5,13.14,50,1.28,,508896.5331,2544482.665,3.04188E-05,,,,,4.413330748,1.2
Zr2O7,80,4,10.22,50,1.28,,27446.66648,109786.6659,0.000728686,,,,,4.413330748,1.21
Co0.2Zr1.8O7,77.4,5,10.22,50,1.28,,27446.66648,137233.3324,0.000564003,,,,,4.417759196,1.1
Cr0.4Y1.6O5,72,3.2,7.3,50,1.28,,1480.299928,4736.959768,0.015199622,,,,,4.418735929,0.95
Zr2O5,80,4,7.3,50,1.28,,1480.299928,5921.19971,0.013510776,,,,,4.418735929,1.21
Co0.2Zr1.8O5,77.4,5,7.3,50,1.28,,1480.299928,7401.499638,0.01045734,,,,,4.433830186,1
Fe0.2Zr1.8O9,77.2,4.8,13.14,50,1.28,,508896.5331,2442703.359,3.16043E-05,,,,,4.433830186,1.2
Fe0.2Zr1.8O7,77.2,4.8,10.22,50,1.28,,27446.66648,131743.9991,0.000585985,,,,,4.448295516,0.95
Ni0.4Y1.6O9,73.6,4.8,13.14,50,1.28,,508896.5331,2442703.359,3.01306E-05,,,,,4.448295516,1.2
Fe0.2Zr1.8O5,77.2,4.8,7.3,50,1.28,,1480.299928,7105.439652,0.010864915,,,,,4.450861065,1.13
Cr0.2Zr1.8O5,76.8,4.4,7.3,50,1.28,,1480.299928,6513.319681,0.011791222,,,,,4.450861065,1.21
Mn0.2Zr1.8O9,77,4.6,13.14,50,1.28,,508896.5331,2340924.052,3.2893E-05,,,,,4.470985211,0.59
Cr0.2Zr1.8O7,76.8,4.4,10.22,50,1.28,,27446.66648,120765.3325,0.000635944,,,,,4.475490336,0.65
Mn0.2Zr1.8O7,77,4.6,10.22,50,1.28,,27446.66648,126254.6658,0.000609878,,,,,4.475490336,0.93
Mn0.2Zr1.8O5,77,4.6,7.3,50,1.28,,1480.299928,6809.379667,0.011307932,,,,,4.475490336,0.96
Cr0.4Zr1.6O9,73.6,4.8,13.14,50,1.28,,508896.5331,2442703.359,3.01306E-05,,,,,4.475490336,1.09
Cr0.2Zr1.8O9,76.8,4.4,13.14,50,1.28,,508896.5331,2239144.746,3.42988E-05,,,,,4.475490336,1.13
Cr0.4Zr1.6O7,73.6,4.8,10.22,50,1.28,,27446.66648,131743.9991,0.000558659,,,,,4.475490336,1.15
Cr0.4Y1.6O9,72,3.2,13.14,50,1.28,,508896.5331,1628468.906,4.42133E-05,,,,,4.475490336,1.15
Ni0.4Y1.6O5,73.6,4.8,7.3,50,1.28,,1480.299928,7105.439652,0.010358261,,,,,4.475490336,1.34
Cr0.4Zr1.6O5,73.6,4.8,7.3,50,1.28,,1480.299928,7105.439652,0.010358261,,,,,4.485305007,0.95
Ni0.2Y1.8O7,75.8,3.4,10.22,50,1.28,,27446.66648,93318.66605,0.000812271,,,,,4.485305007,1.2
Co0.4Y1.6O7,73.2,4.4,10.22,50,1.28,,27446.66648,120765.3325,0.000606134,,,,,4.491684216,1.11
Co0.4Y1.6O9,73.2,4.4,13.14,50,1.28,,508896.5331,2239144.746,3.26911E-05,,,,,4.491684216,1.11
Ni0.4Y1.6O7,73.6,4.8,10.22,50,1.28,,27446.66648,131743.9991,0.000558659,,,,,4.49244295,1.03
Ni0.2Y1.8O5,75.8,3.4,7.3,50,1.28,,1480.299928,5033.019754,0.015060541,,,,,4.49244295,1.1
Co0.5Ni0.5O4,27.5,7.5,5.84,50,1.28,,343.7793407,2578.345055,0.010665756,,,,,4.496210198,0.95
Ni0.5Co0.5O4,27.5,7.5,5.84,50,1.28,,343.7793407,2578.345055,0.010665756,,,,,4.496210198,1.21
Mn0.2Co0.8O4,26.6,6.6,5.84,50,1.28,,343.7793407,2268.943648,0.011723517,,,,,4.518523896,1.09
Cr0.2Fe0.8O10,25.6,5.6,14.6,50,1.28,,2191287.876,12271212.1,2.08618E-06,,,,,4.518523896,1.14
Cr0.2Fe0.8O4,25.6,5.6,5.84,50,1.28,,343.7793407,1925.164308,0.013297566,,,,,4.518523896,1.19
Cr0.2Fe0.8O5,25.6,5.6,7.3,50,1.28,,1480.299928,8289.679594,0.003088177,,,,,4.518523896,1.19
Cr0.2Fe0.8O6,25.6,5.6,8.76,50,1.28,,6374.111578,35695.02484,0.000717187,,,,,4.520662824,0.74
Cr0.2Fe0.8O9,25.6,5.6,13.14,50,1.28,,508896.5331,2849820.585,8.98302E-06,,,,,4.523101935,0.95
Mn0.2Co0.8S2,26.6,6.6,4.14,50,1.28,,62.80282145,414.4986216,0.064173917,,,,,4.523101935,1.19
Cr0.2Fe0.8S2,25.6,5.6,4.14,50,1.28,,62.80282145,351.6958001,0.072790178,,,,,4.537649924,1.08
Mn0.2Co0.8O8,26.6,6.6,11.68,50,1.28,,118184.2351,780015.9514,3.41019E-05,,,,,4.537649924,1.12
Mn0.2Co0.8O5,26.6,6.6,7.3,50,1.28,,1480.299928,9769.979522,0.002722626,,,,,4.545195663,1.16
Cr0.2Fe0.8O8,25.6,5.6,11.68,50,1.28,,118184.2351,661831.7164,3.86805E-05,,,,,4.577206025,0.95
Mn0.2Co0.8O10,26.6,6.6,14.6,50,1.28,,2191287.876,14462499.98,1.83924E-06,,,,,4.577206025,1.19
Mn0.2Co0.8O9,26.6,6.6,13.14,50,1.28,,508896.5331,3358717.118,7.91969E-06,,,,,4.586666426,1.01
Mn0.2Co0.8O6,26.6,6.6,8.76,50,1.28,,6374.111578,42069.13641,0.000632293,,,,,4.586666426,1.17
Cr0.2Fe0.8O7,25.6,5.6,10.22,50,1.28,,27446.66648,153701.3323,0.000166557,,,,,4.588840172,1.16
Mn0.2Co0.8O7,26.6,6.6,10.22,50,1.28,,27446.66648,181147.9988,0.000146841,,,,,4.588840172,1.19
Mn0.2Nb1.8O3,78.8,8.2,4.38,50,1.28,,79.83803341,654.6718739,0.120365641,,,,,4.614286019,0.68
Mn0.2Nb1.8O9,78.8,8.2,13.14,50,1.28,,508896.5331,4172951.571,1.88835E-05,,,,,4.644725495,1.13
Mn0.2Nb1.8O7,78.8,8.2,10.22,50,1.28,,27446.66648,225062.6652,0.000350125,,,,,4.64917665,1.04
Mn0.2Nb1.8O5,78.8,8.2,7.3,50,1.28,,1480.299928,12138.45941,0.006491763,,,,,4.6619691,0.91
Mn0.2Fe0.8N,25.8,5.8,0.07,50,1.29,,1.072508181,6.220547451,4.147544923,,,,,4.6619691,1.09
Ni0.2Pd0.8N,42.4,9.6,0.07,50,1.29,,1.072508181,10.29607854,4.118072705,,,,,4.6619691,1.09
Co0.2Fe0.8O10,26.2,6.2,14.6,50,1.29,,2191287.876,13585984.83,1.92846E-06,,,,,4.6619691,1.13
Co0.2Fe0.8S2,26.2,6.2,4.14,50,1.29,,62.80282145,389.377493,0.067286889,,,,,4.6619691,1.13
Co0.2Fe0.8O8,26.2,6.2,11.68,50,1.29,,118184.2351,732742.2574,3.57561E-05,,,,,4.6619691,1.13
Co0.2Fe0.8O7,26.2,6.2,10.22,50,1.29,,27446.66648,170169.3322,0.000153964,,,,,4.6619691,1.14
Co0.2Fe0.8O6,26.2,6.2,8.76,50,1.29,,6374.111578,39519.49178,0.000662964,,,,,4.6619691,1.17
Co0.2Fe0.8O4,26.2,6.2,5.84,50,1.29,,343.7793407,2131.431912,0.012292206,,,,,4.6619691,1.17
Co0.2Fe0.8O9,26.2,6.2,13.14,50,1.29,,508896.5331,3155158.505,8.30386E-06,,,,,4.6619691,1.17
Co0.2Fe0.8O5,26.2,6.2,7.3,50,1.29,,1480.299928,9177.859551,0.002854696,,,,,4.6619691,1.18
Fe0.5Ni0.5O6,27,7,8.76,50,1.29,,6374.111578,44618.78105,0.000605126,,,,,4.6619691,1.2
Ni0.5Fe0.5S2,27,7,4.14,50,1.29,,62.80282145,439.6197501,0.061416713,,,,,4.670529525,1.09
Fe0.5Ni0.5O10,27,7,14.6,50,1.29,,2191287.876,15339015.13,1.76022E-06,,,,,4.672047409,1.16
Fe0.5Ni0.5O4,27,7,5.84,50,1.29,,343.7793407,2406.455385,0.011219822,,,,,4.681159729,0.54
Ni0.5Fe0.5O4,27,7,5.84,50,1.29,,343.7793407,2406.455385,0.011219822,,,,,4.681159729,0.54
Fe0.5Ni0.5O9,27,7,13.14,50,1.29,,508896.5331,3562275.732,7.57942E-06,,,,,4.681159729,0.8
Ni0.5Fe0.5O5,27,7,7.3,50,1.29,,1480.299928,10362.09949,0.00260565,,,,,4.705401449,0.74
Ni0.5Fe0.5O6,27,7,8.76,50,1.29,,6374.111578,44618.78105,0.000605126,,,,,4.71283675,0.68
Ni0.5Fe0.5O7,27,7,10.22,50,1.29,,27446.66648,192126.6654,0.000140532,,,,,4.728568658,0.78
Fe0.5Ni0.5S2,27,7,4.14,50,1.29,,62.80282145,439.6197501,0.061416713,,,,,4.728568658,0.96
Ni0.5Fe0.5O8,27,7,11.68,50,1.29,,118184.2351,827289.6455,3.26367E-05,,,,,4.728568658,1.04
Ni0.5Fe0.5O10,27,7,14.6,50,1.29,,2191287.876,15339015.13,1.76022E-06,,,,,4.728568658,1.13
Fe0.5Ni0.5O8,27,7,11.68,50,1.29,,118184.2351,827289.6455,3.26367E-05,,,,,4.728568658,1.15
Fe0.5Ni0.5O7,27,7,10.22,50,1.29,,27446.66648,192126.6654,0.000140532,,,,,4.728568658,1.15
Ni0.5Fe0.5O9,27,7,13.14,50,1.29,,508896.5331,3562275.732,7.57942E-06,,,,,4.733172615,0.98
Fe0.5Ni0.5O5,27,7,7.3,50,1.29,,1480.299928,10362.09949,0.00260565,,,,,4.733172615,0.98
Mn0.1Ni0.9O8,27.7,7.7,11.68,50,1.29,,118184.2351,910018.61,3.04389E-05,,,,,4.733172615,1.03
Mn0.1Ni0.9O3,27.7,7.7,4.38,50,1.29,,79.83803341,614.7528572,0.045058758,,,,,4.733172615,1.03
Mn0.1Ni0.9O4,27.7,7.7,5.84,50,1.29,,343.7793407,2647.100923,0.010464278,,,,,4.733172615,1.04
Mn0.1Ni0.9O5,27.7,7.7,7.3,50,1.29,,1480.299928,11398.30944,0.002430185,,,,,4.738082881,1.1
Mn0.1Ni0.9O7,27.7,7.7,10.22,50,1.29,,27446.66648,211339.3319,0.000131069,,,,,4.738082881,1.19
Mn0.1Ni0.9S2,27.7,7.7,4.14,50,1.29,,62.80282145,483.5817252,0.057280907,,,,,4.753958958,0.68
Mn0.1Ni0.9O6,27.7,7.7,8.76,50,1.29,,6374.111578,49080.65915,0.000564377,,,,,4.795168217,1.09
Mn0.1Ni0.9O9,27.7,7.7,13.14,50,1.29,,508896.5331,3918503.305,7.06903E-06,,,,,4.795168217,1.13
Mn0.1Ni0.9O10,27.7,7.7,14.6,50,1.29,,2191287.876,16872916.64,1.64168E-06,,,,,4.803761531,0.68
Cr0.1Fe0.9O,25.8,5.8,1.46,50,1.29,,4.305959528,24.97456526,1.033051015,,,,,4.806587141,1.16
Ni0.5Co0.5O9,27.5,7.5,13.14,50,1.29,,508896.5331,3816723.998,7.20513E-06,,,,,4.816714547,0.68
Ni0.5Co0.5O8,27.5,7.5,11.68,50,1.29,,118184.2351,886381.763,3.1025E-05,,,,,4.81736807,0.84
Ni0.5Co0.5O7,27.5,7.5,10.22,50,1.29,,27446.66648,205849.9986,0.000133592,,,,,4.81736807,1.1
Ni0.5Co0.5O6,27.5,7.5,8.76,50,1.29,,6374.111578,47805.83683,0.000575244,,,,,4.81736807,1.15
Ni0.5Co0.5O5,27.5,7.5,7.3,50,1.29,,1480.299928,11102.24946,0.002476976,,,,,4.81736807,1.21
Ni0.5Co0.5S2,27.5,7.5,4.14,50,1.29,,62.80282145,471.0211609,0.058383789,,,,,4.820986578,1.04
Co0.5Ni0.5O6,27.5,7.5,8.76,50,1.29,,6374.111578,47805.83683,0.000575244,,,,,4.820986578,1.04
Co0.5Ni0.5O7,27.5,7.5,10.22,50,1.29,,27446.66648,205849.9986,0.000133592,,,,,4.848447864,1
Co0.5Ni0.5O8,27.5,7.5,11.68,50,1.29,,118184.2351,886381.763,3.1025E-05,,,,,4.848447864,1.1
Co0.5Ni0.5O9,27.5,7.5,13.14,50,1.29,,508896.5331,3816723.998,7.20513E-06,,,,,4.854857678,0.68
Co0.5Ni0.5O10,27.5,7.5,14.6,50,1.29,,2191287.876,16434659.07,1.67329E-06,,,,,4.876961769,0.99
