compound,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,label
Co0.3Pd2.7N2,132.3,304.95996,4.131,5.019,6.03,26.04,24.874200000000002,57.45,1.7019000000000002,6.504000000000001,29.1,45.900000000000006,35.1321,32.1,224.4,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.1
Ni0.3Pd2.7N2,132.6,304.89000000000004,4.125,5.01,5.9430000000000005,26.007,24.801900000000003,57.7767,1.8519,6.513000000000002,29.4,46.2,35.133,31.2,221.70000000000002,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.1
Ni0.6Re2.4N2,196.8,482.1168,4.367999999999999,5.406,6.185999999999999,25.194,23.496,42.245400000000004,1.056,5.7059999999999995,16.8,22.8,55.7898,21.84,169.79999999999998,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.1
Pd3N2,138.0,319.20000000000005,4.17,5.07,6.0600000000000005,26.700000000000003,25.011,58.14,1.6710000000000003,6.6000000000000005,30.0,48.0,36.069,30.0,216.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.1
Co1.5W1.5N2,151.5,364.1748,4.32,5.175000000000001,6.03,24.345,23.7915,52.05,2.2125,6.359999999999999,16.5,22.5,42.225,55.5,405.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Cd3N2,144.0,337.20000000000005,4.32,4.83,4.74,39.3,26.982,50.724000000000004,0.0,5.07,30.0,36.0,25.950000000000003,42.0,291.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Fe0.6Cd2.4N2,130.79999999999998,303.2682,4.248,4.8,4.9559999999999995,35.699999999999996,26.327399999999997,51.4806,0.0978,5.154,27.6,33.599999999999994,25.4844,39.6,280.79999999999995,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Ni0.3Cd2.7N2,138.00000000000003,321.09000000000003,4.26,4.7940000000000005,4.755000000000001,37.347,26.5758,51.10230000000001,0.348,5.135999999999999,29.4,35.400000000000006,26.025900000000004,42.00000000000001,289.20000000000005,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Fe0.3Cd2.7N2,137.40000000000003,320.2341,4.284,4.815,4.848000000000001,37.50000000000001,26.6547,51.10230000000001,0.0489,5.112,28.8,34.800000000000004,25.717200000000005,40.800000000000004,285.90000000000003,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Mn0.3Cd2.7N2,137.10000000000002,319.9614,4.305,4.83,4.857000000000001,37.59,26.514,50.77560000000001,0.0,5.028,28.5,34.50000000000001,25.596000000000004,37.986000000000004,264.24,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Mn0.6Cd2.4N2,130.2,302.7228,4.29,4.83,4.974,35.879999999999995,26.046,50.8272,0.0,4.986,27.0,33.0,25.242,33.972,237.48,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Co0.3Cd2.7N2,137.70000000000002,321.15996,4.266,4.803000000000001,4.8420000000000005,37.38,26.6481,50.77560000000001,0.198,5.127,29.1,35.10000000000001,26.025000000000006,42.900000000000006,291.90000000000003,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Cr0.3Cd2.7N2,136.8,319.0788,4.305,4.845000000000001,4.833000000000001,37.539,26.3139,50.50800000000001,0.1998,5.061,28.2,34.2,25.512000000000004,40.17,290.1,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Co0.6Cd2.4N2,131.39999999999998,305.11992,4.212,4.776,4.944,35.459999999999994,26.3142,50.8272,0.396,5.184,28.2,34.199999999999996,26.1,43.8,292.79999999999995,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Cr0.6Cd2.4N2,129.6,300.9576,4.29,4.859999999999999,4.926,35.778,25.6458,50.292,0.3996,5.052,26.4,32.4,25.074,38.34,289.2,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.11
Fe0.2Mo0.8N,38.800000000000004,87.92139999999999,1.4960000000000002,1.832,2.06,8.940000000000001,7.254200000000001,16.5698,0.6285999999999999,2.0940000000000003,5.2,6.4,9.7988,18.0,127.2,7.0,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3.0,5.0,0.001251,400,1.12
Co0.2Mo0.8N,39.0,88.53864,1.4840000000000002,1.824,2.056,8.860000000000001,7.2498000000000005,16.352,0.728,2.104,5.4,6.6000000000000005,10.004000000000001,19.4,131.2,7.0,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3.0,5.0,0.001251,400,1.12
Ni0.1Mo0.9N,40.6,92.21600000000001,1.5100000000000002,1.859,2.044,9.119000000000002,7.1468,16.3699,0.7865,2.1350000000000002,5.3,6.4,10.142299999999999,19.4,134.20000000000002,7.0,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3.0,5.0,0.001251,400,1.12
Co0.1Mo0.9N,40.50000000000001,92.23932,1.512,1.862,2.073,9.13,7.1709,16.261000000000003,0.7364999999999999,2.132,5.2,6.300000000000001,10.142,19.7,135.10000000000002,7.0,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3.0,5.0,0.001251,400,1.12
Ni0.6Cd2.4N2,132.0,304.98,4.2,4.758,4.77,35.394,26.1696,51.4806,0.696,5.202,28.8,34.8,26.1018,42.0,287.4,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.13
Mn1.5Ir1.5N2,153.0,370.73699999999997,4.199999999999999,5.115,5.985,23.91,24.831,50.489999999999995,2.355,5.625,18.0,24.0,45.044999999999995,32.43,236.7,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.13
Fe0.1Mo0.9N,40.400000000000006,91.9307,1.5180000000000002,1.866,2.075,9.170000000000002,7.1731,16.3699,0.6868,2.1270000000000002,5.1,6.2,10.039399999999999,19.0,133.10000000000002,7.0,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3.0,5.0,0.001251,400,1.14
Mn0.2Mo0.8N,38.6,87.7396,1.5100000000000002,1.842,2.066,9.0,7.160400000000001,16.352,0.596,2.0380000000000003,5.0,6.200000000000001,9.718,16.124,112.76,7.0,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3.0,5.0,0.001251,400,1.17
Ni1.5Re1.5N2,154.5,367.3605,4.125,5.055,5.699999999999999,23.159999999999997,23.28,46.843500000000006,1.9649999999999999,5.715,19.5,25.5,44.8845,29.4,208.5,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.17
Ni1.5Ta1.5N2,151.5,359.47185,4.41,5.234999999999999,5.699999999999999,26.235,23.294999999999998,50.578500000000005,2.2199999999999998,5.115,16.5,22.5,38.329499999999996,32.55,222.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.18
Re3N2,225.0,558.621,4.53,5.64,6.51,26.549999999999997,23.64,39.18,0.44999999999999996,5.699999999999999,15.0,21.0,63.06,16.799999999999997,144.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Fe0.3Re2.7N2,210.3,519.513,4.473,5.544,6.441,26.025,23.6469,40.7127,0.4539,5.679,15.3,21.3,59.116200000000006,18.119999999999997,153.60000000000002,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Mn0.3Re2.7N2,210.0,519.2403,4.494,5.558999999999999,6.45,26.115,23.5062,40.386,0.405,5.595,15.0,21.000000000000004,58.995000000000005,15.306,131.94000000000003,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Cr0.3Re2.7N2,209.7,518.3577,4.494,5.574,6.426,26.064,23.3061,40.1184,0.6048,5.628,14.7,20.700000000000003,58.911,17.49,157.8,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Cr0.6Re2.4N2,194.4,478.0944,4.457999999999999,5.507999999999999,6.341999999999999,25.578,22.9722,41.0568,0.7596,5.555999999999999,14.4,20.4,54.762,18.18,171.6,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Mn0.1Mo0.9N,40.300000000000004,91.8398,1.5250000000000001,1.871,2.078,9.200000000000001,7.1262,16.261000000000003,0.6705,2.099,5.0,6.1000000000000005,9.998999999999999,18.062,125.88000000000001,7.0,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3.0,5.0,0.001251,400,1.19
Cr0.2Mo0.8N,38.400000000000006,87.15119999999999,1.5100000000000002,1.852,2.05,8.966000000000001,7.027000000000001,16.1736,0.7292,2.06,4.8,6.000000000000001,9.662,17.58,130.0,7.0,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3.0,5.0,0.001251,400,1.19
Cr0.1Mo0.9N,40.2,91.54560000000001,1.5250000000000001,1.876,2.07,9.183000000000002,7.0595,16.1718,0.7371,2.1100000000000003,4.9,6.0,9.970999999999998,18.79,134.5,7.0,14.0067,0.71,0.56,1.55,17.3,14.534,29.6,0.07,3.04,3.0,5.0,0.001251,400,1.19
Cr0.3Ta2.7N2,204.3,504.15813,5.007,5.898000000000001,6.426,31.599000000000004,23.3331,46.84140000000001,1.0638,4.548000000000001,9.3,15.3,47.111999999999995,23.160000000000004,182.1,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Mn0.3Ta2.7N2,204.60000000000002,505.04073000000005,5.007,5.883,6.45,31.650000000000002,23.5332,47.10900000000001,0.8640000000000001,4.515000000000001,9.600000000000001,15.6,47.196,20.976000000000003,156.24,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Fe0.3Ta2.7N2,204.90000000000003,505.31343000000004,4.986,5.868,6.441,31.560000000000002,23.6739,47.435700000000004,0.9129,4.599000000000001,9.900000000000002,15.9,47.3172,23.790000000000003,177.9,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Cr0.6Ta2.4N2,189.6,465.47256000000004,4.914,5.795999999999999,6.341999999999999,30.498,22.9962,47.0328,1.1676,4.595999999999999,9.6,15.6,44.273999999999994,23.22,193.2,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Mn0.6Ta2.4N2,190.2,467.23776000000004,4.914,5.766,6.389999999999999,30.6,23.3964,47.568,0.768,4.529999999999999,10.2,16.2,44.44199999999999,18.852,141.48,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Fe0.6Ta2.4N2,190.79999999999998,467.78316,4.872,5.736,6.371999999999999,30.42,23.677799999999998,48.2214,0.8658,4.6979999999999995,10.799999999999999,16.8,44.6844,24.48,184.79999999999998,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Co0.3Ta2.7N2,205.20000000000002,506.23929000000004,4.968,5.856,6.435,31.440000000000005,23.6673,47.10900000000001,1.062,4.614000000000001,10.200000000000001,16.2,47.625,25.89,183.9,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Ni0.3Ta2.7N2,205.50000000000003,506.16933000000006,4.962,5.847,6.348,31.407000000000004,23.595,47.435700000000004,1.2120000000000002,4.623000000000001,10.500000000000002,16.5,47.6259,24.990000000000002,181.20000000000002,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Co0.6Ta2.4N2,191.39999999999998,469.63488,4.836,5.712,6.359999999999999,30.18,23.6646,47.568,1.1640000000000001,4.728,11.399999999999999,17.4,45.3,28.68,196.79999999999998,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Ta3N2,219.0,542.8437,5.1,6.0,6.51,32.7,23.669999999999998,46.650000000000006,0.96,4.5,9.0,15.0,49.949999999999996,23.1,171.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Mn0.3W2.7N2,207.3,512.8764,4.791,5.694,6.261000000000001,27.951,23.776200000000003,52.69800000000001,2.2005,6.837,12.3,18.300000000000004,54.216,54.186,461.34000000000003,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Mn0.6W2.4N2,192.6,474.20279999999997,4.7219999999999995,5.598,6.2219999999999995,27.311999999999998,23.6124,52.536,1.9559999999999997,6.593999999999999,12.6,18.599999999999998,50.681999999999995,48.372,412.68,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.19
Mn1.5W1.5N2,148.5,358.182,4.515000000000001,5.3100000000000005,6.105,25.395,23.121000000000002,52.05,1.2225,5.865,13.5,19.5,40.08,30.93,266.7,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Co1.5Ta1.5N2,150.0,359.82165,4.4399999999999995,5.28,6.135,26.400000000000002,23.6565,48.945,1.47,5.07,15.0,21.0,38.325,37.05,235.5,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe1.5Ta1.5N2,148.5,355.19235000000003,4.529999999999999,5.34,6.165,27.0,23.6895,50.578500000000005,0.7244999999999999,4.995,13.5,19.5,36.786,26.55,205.5,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe1.5W1.5N2,150.0,359.54549999999995,4.41,5.234999999999999,6.0600000000000005,24.944999999999997,23.8245,53.6835,1.4669999999999999,6.285,15.0,21.0,40.686,45.0,375.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Co1.5Hf1.5N2,148.5,356.13480000000004,4.515000000000001,5.4,6.0600000000000005,30.45,22.059,48.0,0.99,4.77,13.5,19.5,33.315,30.45,184.5,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Cr1.5Re1.5N2,148.5,357.30449999999996,4.35,5.31,6.09,24.119999999999997,21.9705,43.872,1.2240000000000002,5.34,13.5,19.5,42.315,20.25,213.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Mn1.5Pd1.5N2,106.5,242.00700000000003,4.17,4.95,5.985,24.450000000000003,23.6565,54.69,0.8355000000000001,5.625,22.5,34.5,29.2395,15.93,119.7,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe1.5Ru1.5N2,105.0,235.3755,4.17,5.01,6.015,23.1,22.896,52.438500000000005,1.8195000000000001,6.045,19.5,24.0,30.366,36.0,196.5,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Co0.6Mo2.4N2,117.0,265.61592,4.452,5.4719999999999995,6.167999999999999,26.58,21.749399999999998,49.056,2.184,6.312,16.2,19.799999999999997,30.011999999999997,58.2,393.59999999999997,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Co1.5Pd1.5N2,109.5,247.99980000000002,3.975,4.815,5.91,23.400000000000002,24.326999999999998,54.69,1.8255000000000001,6.12,25.5,37.5,31.384500000000003,40.5,258.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Co1.5Mo1.5N2,103.5,232.3098,4.2,5.13,6.015,24.150000000000002,22.4595,49.875,2.1075,6.0600000000000005,18.0,22.5,28.77,55.5,358.5,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe1.5Rh1.5N2,106.5,238.12875,4.109999999999999,4.935,5.835,23.1,23.043,54.298500000000004,1.95,6.165,21.0,25.5,30.485999999999997,49.5,345.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Cr1.5Pd1.5N2,105.0,237.59400000000002,4.17,5.025,5.865,24.195,22.656,53.352,1.8345000000000002,5.79,21.0,33.0,28.8195,26.85,249.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Mn1.5Rh1.5N2,105.0,236.76525,4.215,5.01,5.88,23.550000000000004,22.3395,52.665,1.7055,5.745,19.5,24.0,29.879999999999995,35.43,236.7,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe0.6Mo2.4N2,116.39999999999999,263.7642,4.4879999999999995,5.4959999999999996,6.179999999999999,26.82,21.7626,49.7094,1.8858000000000001,6.282,15.6,19.2,29.396399999999996,54.0,381.59999999999997,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe1.5Mo1.5N2,102.0,227.6805,4.29,5.1899999999999995,6.045,24.75,22.4925,51.508500000000005,1.3619999999999999,5.985,16.5,21.0,27.230999999999998,45.0,328.5,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe1.5Pd1.5N2,108.0,243.37050000000002,4.0649999999999995,4.875,5.94,24.0,24.36,56.3235,1.08,6.045,24.0,36.0,29.8455,30.0,228.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe1.5Hf1.5N2,147.0,351.5055,4.605,5.46,6.09,31.049999999999997,22.092,49.6335,0.2445,4.695,12.0,18.0,31.776,19.95,154.5,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Cr1.5Ta1.5N2,145.5,349.41585,4.635,5.49,6.09,27.195,21.985500000000002,47.607,1.479,4.74,10.5,16.5,35.76,23.400000000000002,226.5,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Ni0.6Ta2.4N2,192.0,469.49496,4.824,5.694,6.185999999999999,30.114,23.52,48.2214,1.464,4.7459999999999996,12.0,18.0,45.30179999999999,26.880000000000003,191.39999999999998,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe0.6W2.4N2,193.2,474.74819999999994,4.68,5.568,6.204,27.131999999999998,23.8938,53.189400000000006,2.0538,6.762,13.2,19.2,50.92439999999999,54.0,456.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Cr0.3Hf2.7N2,201.6,497.52180000000004,5.142,6.114000000000001,6.291000000000001,38.888999999999996,20.457600000000003,45.1404,0.1998,4.008,6.6000000000000005,12.600000000000001,38.09400000000001,11.280000000000001,90.3,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Mn1.5Ta1.5N2,147.0,353.82885,4.635,5.415,6.21,27.450000000000003,22.985999999999997,48.945,0.48,4.575,12.0,18.0,36.18,12.48,97.2,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Fe0.3W2.7N2,207.60000000000002,513.1491000000001,4.7700000000000005,5.679,6.252000000000001,27.861,23.916900000000002,53.0247,2.2494,6.921,12.600000000000001,18.6,54.3372,57.0,483.00000000000006,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Cr1.5W1.5N2,147.0,353.769,4.515000000000001,5.385,5.985,25.14,22.1205,50.711999999999996,2.2215,6.029999999999999,12.0,18.0,39.66,41.85,396.0,14.0,28.0134,1.42,1.12,3.1,34.6,29.068,59.2,0.14,6.08,6.0,10.0,0.002502,400,1.2
Cr0.3Hf2.7O4,201.6,497.52180000000004,5.142,6.114000000000001,6.291000000000001,38.888999999999996,20.457600000000003,45.1404,0.1998,4.008,6.6000000000000005,12.600000000000001,38.09400000000001,11.280000000000001,90.3,32.0,63.9976,2.64,1.92,6.08,56.0,54.472,140.468,5.84,13.76,16.0,24.0,0.005716,400,1.2
